0,1
1,1
2,1
3,3
4,1
5,2
6,1
7,1
8,1
9,1
10,4
11,11
12,1
13,4
14,11
15,1
16,2
17,1
18,1
19,9
20,3
21,1
22,5
23,2
24,1
25,1
26,15
27,4
28,1
29,1
30,1
31,5
32,4
33,2
34,20
35,3
36,7
37,3
38,3
39,1
40,13
41,1
42,1
43,10
44,26
45,11
46,2
47,1
48,4
49,3
50,10
51,8
52,2
53,1
54,1
55,1
56,1
57,9
58,1
59,1
60,4
61,1
62,17
63,1
64,3
65,1
66,6
67,1
68,2
69,6
70,1
71,1
72,2
73,5
74,1
75,1
76,1
77,11
78,1
79,5
80,1
81,3
82,3
83,3
84,2
85,4
86,4
87,2
88,3
89,1
90,1
91,1
92,5
93,1
94,2
95,3
96,1
97,1
98,1
99,1
100,3
101,15
102,5
103,6
104,1
105,2
106,1
107,2
109,3
110,3
111,4
112,39
113,4
114,1
115,13
116,2
117,9
119,1
120,1
121,1
122,1
123,16
124,5
125,1
126,1
127,1
128,7
129,1
130,8
131,6
132,7
133,3
134,2
135,3
136,8
137,10
138,1
139,25
140,2
141,2
142,6
143,4
144,10
145,18
146,1
147,6
148,2
149,1
150,14
151,18
152,11
153,9
154,14
155,13
156,6
157,3
158,1
159,1
160,1
161,1
162,3
163,1
164,2
165,3
166,1
167,27
168,1
169,1
170,8
171,7
172,1
173,8
174,2
175,2
176,1
177,2
178,1
179,2
180,2
181,2
182,1
183,1
184,14
185,1
186,10
187,1
188,1
189,4
190,3
191,1
192,2
193,1
194,1
195,1
196,3
197,1
198,14
199,12
200,1
201,2
202,1
203,12
204,10
205,4
206,17
207,2
208,1
209,6
210,13
211,1
212,1
213,4
214,1
215,2
216,2
217,1
218,1
219,1
220,1
221,1
223,1
224,1
225,2
226,1
227,1
228,1
229,1
230,2
231,1
232,1
233,1
234,1
235,1
236,2
237,1
238,1
239,2
240,1
241,1
242,1
243,1
244,2
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,3
253,3
254,2
255,2
256,3
257,1
258,1
259,1
260,1
261,2
262,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
280,1
281,1
282,6
283,6
284,11
285,1
286,2
287,2
288,2
289,1
290,1
291,1
292,5
293,5
294,1
295,16
296,15
297,20
298,1
299,1
300,1
301,2
302,1
303,1
304,1
305,1
306,1
307,7
308,1
309,3
310,5
311,1
312,5
313,7
314,3
315,3
316,4
317,1
318,1
319,13
320,15
321,8
322,1
323,4
324,4
325,2
326,2
327,1
328,1
329,1
330,1
331,1
332,2
333,2
334,1
335,2
336,1
337,1
338,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,2
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,2
364,1
365,2
366,2
367,1
369,1
373,1
375,1
376,3
377,1
378,1
379,1
380,1
382,1
383,1
384,2
385,1
386,1
387,1
388,1
389,1
390,1
391,2
392,1
393,3
394,1
395,6
396,2
397,1
398,5
399,10
400,8
401,11
402,6
403,10
404,1
405,1
406,2
407,1
408,1
409,1
410,1
411,1
412,1
414,1
415,1
416,7
417,8
418,1
419,1
420,1
421,1
422,1
423,1
424,1
427,1
428,1
430,1
431,2
432,1
433,1
434,2
435,2
436,1
437,1
438,1
439,1
440,2
441,1
442,1
443,1
444,1
445,2
446,1
447,1
448,2
449,1
450,2
451,1
452,1
453,1
455,1
456,1
457,2
458,1
459,2
460,3
461,1
462,1
463,1
464,2
465,2
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,6
479,8
480,12
481,1
482,1
483,1
484,16
485,4
486,3
487,2
488,1
489,1
490,2
491,3
492,1
493,8
494,5
495,3
496,6
497,2
498,3
499,2
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,4
513,1
514,2
515,2
516,1
517,1
518,2
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,6
527,1
528,1
529,1
530,1
531,3
532,1
533,1
534,1
535,2
536,2
537,3
538,2
539,1
540,2
541,4
542,5
543,6
544,4
545,4
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,6
556,6
557,3
558,3
559,2
560,2
561,1
562,2
563,1
564,6
565,13
566,5
567,1
568,1
569,4
570,1
571,5
572,1
573,1
574,3
575,1
576,1
577,12
578,1
579,1
580,10
581,2
582,1
583,1
584,2
585,1
586,1
587,1
588,2
589,1
590,2
591,1
592,3
593,5
594,1
595,1
596,2
597,2
598,1
599,1
600,1
601,1
602,3
603,1
604,2
605,8
606,8
607,1
608,3
609,1
610,1
611,1
612,2
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,11
621,4
622,5
623,7
624,4
625,1
626,1
627,2
628,2
629,1
630,3
631,2
632,1
633,1
634,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,2
647,1
648,1
649,2
650,2
651,1
652,3
653,3
654,1
655,1
656,2
657,2
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,4
682,4
683,4
684,2
685,1
686,2
687,2
688,2
689,14
690,4
691,2
692,1
693,1
694,1
695,1
696,1
697,2
698,4
699,2
700,1
701,1
702,1
703,1
704,1
705,2
706,5
707,1
708,7
709,11
710,12
711,10
712,1
713,2
714,3
715,1
716,1
717,5
718,1
719,1
720,2
721,7
722,2
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,2
732,1
733,1
734,1
735,1
736,1
737,3
738,1
739,1
740,1
741,17
742,1
743,2
744,2
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,2
753,1
754,1
755,2
756,1
757,1
758,1
759,1
760,4
761,6
762,6
763,8
764,3
765,1
766,1
767,2
768,2
769,3
770,1
771,2
772,1
773,1
774,1
775,1
776,2
777,3
778,1
779,2
781,3
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,2
793,1
794,2
795,1
796,2
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,6
805,1
806,1
807,3
808,1
809,5
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,2
819,1
820,2
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,6
831,1
832,1
833,1
834,1
